Site Key,Pre Install File,Post Install File,Software Version,Sat,Tran,Freq,Polar,SigType,CodRate,Pre Install Signal Margin,Post Install Signal Margin,Pre Install C/N,Post Install C/N,Pre Install Es/No,Post Install Es/No,Pre Install Eb/No,Post Install Eb/No,Pre Install Lock,Post Install Lock,DnLink,Pre Install FreqErr,Post Install FreqErr,Baud,Pre Limit,Pre Limit Color Code,Pre Limit Margin,Post Limit,Post Limit Color Code,Post Limit Margin,Delta C/N Pre & Post,LNB Model,LNB Service,LNB System,Pre LnbI,Pre LnbV,Post LnbI,Post LnbV,Region,Pre Install Date,Post Install Date,Pre Install Time,Post Install Time,Limit Table
100010,G18-H-PRE-100010.spop,., 1.65,G18,Tr 16,1129.9360000000001,Horizontal,DVB-S2 8PSK,R5/6,7.0,.,15.1,.,16.4,.,13.1,.,1,.,4020.06,-0.01,.,30000,Pass,Green,3.5,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,17:10:40,.,ModCod
100010,G18-H-PRE-100010.spop,., 1.65,G18,Tr 22,1009.956,Horizontal,DVB-S2 8PSK,R5/6,5.5,.,13.6,.,14.9,.,11.6,.,1,.,4140.04,-0.02,.,30000,Pass,Green,2.0,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,17:10:40,.,ModCod
100010,G15-V-PRE-100010.spop,., 1.65,G15,Tr 2,1410.0520000000001,Vertical,DVB-S2 8PSK,R3/4,8.5,.,15.1,.,16.4,.,13.5,.,1,.,3739.95,-0.12,.,31250,Pass,Green,5.0,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,15:43:30,.,ModCod
100010,G15-V-PRE-100010.spop,., 1.65,G15,Tr 4,1369.9479999999999,Vertical,DVB-S2 8PSK,R3/4,7.1,.,13.7,.,15.0,.,12.1,.,1,.,3780.05,-0.01,.,31250,Pass,Green,3.6,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,15:43:30,.,ModCod
100010,G15-V-PRE-100010.spop,., 1.65,G15,Tr 10,1249.9360000000001,Vertical,DVB-S2 8PSK,R3/4,9.5,.,16.1,.,17.4,.,14.5,.,1,.,3900.06,0.01,.,31250,Pass,Green,6.0,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,15:43:30,.,ModCod
100010,G15-V-PRE-100010.spop,., 1.65,G15,Tr 16,1130.016,Vertical,DVB-S QPSK,R3/4,10.1,.,15.7,.,17.0,.,15.8,.,1,.,4019.98,-0.08,.,29270,Pass,Green,6.6,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,15:43:30,.,ModCod
100010,SES11-V-PRE-100010.spop,., 1.65,SES11,Tr A8A1,1442.476,Vertical,DVB-S QPSK,.,.,.,.,.,.,.,.,.,0,.,3707.52,0.0,.,3334,.,.,.,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,14:29:17,.,.
100010,SES11-V-PRE-100010.spop,., 1.65,SES11,Tr 5,1350.056,Vertical,DVB-S2,.,.,.,.,.,.,.,.,.,0,.,3799.94,0.0,.,30000,.,.,.,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,14:29:17,.,.
100010,SES11-V-PRE-100010.spop,., 1.65,SES11,Tr 7,1310.0,Vertical,DVB-S2,.,.,.,.,.,.,.,.,.,0,.,3840.0,0.0,.,30000,.,.,.,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,14:29:17,.,.
100010,SES11-V-PRE-100010.spop,., 1.65,SES11,Tr 9,1270.0,Vertical,DVB-S2 8PSK,R8/9,7.6,.,16.7,.,18.0,.,14.4,.,1,.,3880.0,-0.07,.,30000,Pass,Green,4.1,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,14:29:17,.,ModCod
100010,SES11-V-PRE-100010.spop,., 1.65,SES11,Tr 11,1230.0,Vertical,DVB-S2,.,.,.,.,.,.,.,.,.,0,.,3920.0,0.0,.,30000,.,.,.,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,14:29:17,.,.
100010,SES11-V-PRE-100010.spop,., 1.65,SES11,Tr 15,1150.0,Vertical,DVB-S2 8PSK,R8/9,7.1,.,16.2,.,17.5,.,13.9,.,1,.,4000.0,-0.06,.,30000,Pass,Green,3.6,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,14:29:17,.,ModCod
100010,SES11-V-PRE-100010.spop,., 1.65,SES11,Tr B7B1,1120.492,Vertical,DVB-S QPSK,.,.,.,.,.,.,.,.,.,0,.,4029.51,0.0,.,9260,.,.,.,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,14:29:17,.,.
100010,SES11-V-PRE-100010.spop,., 1.65,SES11,Tr B7C1,1106.992,Vertical,DVB-S QPSK,.,.,.,.,.,.,.,.,.,0,.,4043.01,0.0,.,10128,.,.,.,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,14:29:17,.,.
100010,SES11-V-PRE-100010.spop,., 1.65,SES11,Tr 19,1070.0,Vertical,DVB-S2,.,.,.,.,.,.,.,.,.,0,.,4080.0,0.0,.,30000,.,.,.,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,14:29:17,.,.
100010,SES11-V-PRE-100010.spop,., 1.65,SES11,Tr B7E1,1040.5,Vertical,DVB-S QPSK,.,.,.,.,.,.,.,.,.,0,.,4109.5,0.0,.,7136,.,.,.,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,14:29:17,.,.
100010,SES11-V-PRE-100010.spop,., 1.65,SES11,Tr A8E1,1028.476,Vertical,DVB-S2,.,.,.,.,.,.,.,.,.,0,.,4121.52,0.0,.,2400,.,.,.,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,14:29:17,.,.
100010,SES11-V-PRE-100010.spop,., 1.65,SES11,Tr H9D1,1024.316,Vertical,DVB-S QPSK,.,.,.,.,.,.,.,.,.,0,.,4125.68,0.0,.,2894,.,.,.,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,14:29:17,.,.
100010,SES11-V-PRE-100010.spop,., 1.65,SES11,Tr B7F1,1017.5,Vertical,DVB-S QPSK,.,.,.,.,.,.,.,.,.,0,.,4132.5,0.0,.,5000,.,.,.,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,14:29:17,.,.
100010,SES11-V-PRE-100010.spop,., 1.65,SES11,Tr 23,990.0,Vertical,DVB-S2 8PSK,R5/6,7.5,.,15.6,.,16.9,.,13.6,.,1,.,4160.0,-0.05,.,30000,Pass,Green,4.0,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,14:29:17,.,ModCod
100010,SES11-H-PRE-100010.spop,., 1.65,SES11,Tr 2,1409.9679999999998,Horizontal,DVB-S2 8PSK,R5/6,5.9,.,14.0,.,15.3,.,12.0,.,1,.,3740.03,-0.04,.,30000,Pass,Green,2.4,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,17:24:44,.,ModCod
100010,SES11-H-PRE-100010.spop,., 1.65,SES11,Tr 4,1370.06,Horizontal,DVB-S2 8PSK,R3/4,6.7,.,13.3,.,14.6,.,11.7,.,1,.,3779.94,-0.14,.,30000,Pass,Green,3.2,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,17:24:44,.,ModCod
100010,SES11-H-PRE-100010.spop,., 1.65,SES11,Tr 6,1330.016,Horizontal,DVB-S2 8PSK,R5/6,6.4,.,14.5,.,15.8,.,12.5,.,1,.,3819.98,-0.08,.,29999,Pass,Green,2.9,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,17:24:44,.,ModCod
100010,SES11-H-PRE-100010.spop,., 1.65,SES11,Tr 8,1290.0,Horizontal,DVB-S2 8PSK,R5/6,7.6,.,15.7,.,17.0,.,13.7,.,1,.,3860.0,-0.08,.,30000,Pass,Green,4.1,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,17:24:44,.,ModCod
100010,SES11-H-PRE-100010.spop,., 1.65,SES11,Tr 10,1250.0,Horizontal,DC2,.,.,.,.,.,.,.,.,.,0,.,3900.0,0.0,.,29270,.,.,.,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,17:24:44,.,.
100010,SES11-H-PRE-100010.spop,., 1.65,SES11,Tr 12,1210.0,Horizontal,DVB-S2 8PSK,R3/4,7.9,.,14.5,.,15.8,.,12.9,.,1,.,3940.0,-0.07,.,30000,Pass,Green,4.4,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,17:24:44,.,ModCod
100010,SES11-H-PRE-100010.spop,., 1.65,SES11,Tr 14,1170.0,Horizontal,DVB-S2 8PSK,R5/6,6.4,.,14.5,.,15.8,.,12.5,.,1,.,3980.0,-0.06,.,30000,Pass,Green,2.9,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,17:24:44,.,ModCod
100010,SES11-H-PRE-100010.spop,., 1.65,SES11,Tr 16,1130.0,Horizontal,DVB-S2 8PSK,R5/6,6.7,.,14.8,.,16.1,.,12.8,.,1,.,4020.0,-0.06,.,30000,Pass,Green,3.2,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,17:24:44,.,SLF
100010,SES11-H-PRE-100010.spop,., 1.65,SES11,Tr 18,1090.0,Horizontal,DVB-S2 8PSK,R5/6,6.1,.,14.2,.,15.5,.,12.2,.,1,.,4060.0,-0.06,.,30000,Pass,Green,2.6,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,17:24:44,.,SLF
100010,SES11-H-PRE-100010.spop,., 1.65,SES11,Tr H9E1,1050.0,Horizontal,DVB-S2 8PSK,R5/6,6.7,.,14.8,.,16.1,.,12.8,.,1,.,4100.0,-0.05,.,30000,Pass,Green,3.2,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,17:24:44,.,ModCod
100010,SES11-H-PRE-100010.spop,., 1.65,SES11,Tr 24,970.0,Horizontal,DC2,.,.,.,.,.,.,.,.,.,0,.,4180.0,0.0,.,19510,.,.,.,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,17:24:44,.,.
100010,SES3-H-PRE-100010.spop,., 1.65,SES3,Tr 1,1429.9679999999998,Horizontal,DVB-S2 8PSK,R5/6,7.1,.,15.2,.,16.5,.,13.2,.,1,.,3720.03,-0.06,.,30000,Pass,Green,3.6,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,15:25:42,.,ModCod
100010,SES3-H-PRE-100010.spop,., 1.65,SES3,Tr 3,1389.96,Horizontal,DVB-S2 8PSK,R3/4,8.5,.,15.1,.,16.4,.,13.5,.,1,.,3760.04,-0.04,.,29999,Pass,Green,5.0,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,15:25:42,.,ModCod
100010,SES3-H-PRE-100010.spop,., 1.65,SES3,Tr 5,1349.92,Horizontal,DC2,R7/8,.,.,14.4,.,15.7,.,13.9,.,1,.,3800.08,-0.01,.,29270,.,.,.,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,15:25:42,.,.
100010,SES3-H-PRE-100010.spop,., 1.65,SES3,Tr 7,1310.0,Horizontal,DVB-S2 8PSK,R2/3,10.2,.,15.8,.,17.1,.,14.7,.,1,.,3840.0,-0.07,.,30000,Pass,Green,6.7,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,15:25:42,.,ModCod
100010,SES3-H-PRE-100010.spop,., 1.65,SES3,Tr 11,1232.0,Horizontal,DVB-S2,.,.,.,.,.,.,.,.,.,0,.,3918.0,0.0,.,3506,.,.,.,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,15:25:42,.,.
100010,SES3-H-PRE-100010.spop,., 1.65,SES3,Tr I5A1,1225.844,Horizontal,DVB-S2 QPSK,R5/6,.,.,14.5,.,15.8,.,14.2,.,1,.,3924.16,-0.07,.,2734,.,.,.,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,15:25:42,.,.
100010,SES3-H-PRE-100010.spop,., 1.65,SES3,Tr H9C1,1221.82,Horizontal,DVB-S2,.,.,.,.,.,.,.,.,.,0,.,3928.18,0.0,.,3507,.,.,.,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,15:25:42,.,.
100010,SES3-H-PRE-100010.spop,., 1.65,SES3,Tr 13,1190.0,Horizontal,DVB-S2 8PSK,R5/6,7.9,.,16.0,.,17.3,.,14.0,.,1,.,3960.0,-0.07,.,30000,Pass,Green,4.4,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,15:25:42,.,ModCod
100010,SES3-H-PRE-100010.spop,., 1.65,SES3,Tr 15,1150.0,Horizontal,DVB-S QPSK,R3/4,10.0,.,15.6,.,16.9,.,15.7,.,1,.,4000.0,-0.09,.,29270,Pass,Green,6.5,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,15:25:42,.,ModCod
100010,SES3-H-PRE-100010.spop,., 1.65,SES3,Tr 17,1110.0,Horizontal,DVB-S2 8PSK,R2/3,9.9,.,15.5,.,16.8,.,14.4,.,1,.,4040.0,-0.07,.,30000,Pass,Green,6.4,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,15:25:42,.,SLF
100010,SES3-H-PRE-100010.spop,., 1.65,SES3,Tr 21,1030.0,Horizontal,DVB-S2 8PSK,R3/4,7.8,.,14.4,.,15.7,.,12.8,.,1,.,4120.0,-0.07,.,30000,Pass,Green,4.3,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,15:25:42,.,SLF
100010,SES3-H-PRE-100010.spop,., 1.65,SES3,Tr 23,990.0,Horizontal,DVB-S2 8PSK,R5/6,5.3,.,13.4,.,14.7,.,11.4,.,1,.,4160.0,-0.06,.,30000,Pass,Green,1.8,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,15:25:42,.,SLF
100010,SES3-H-PRE-100010.spop,., 1.65,SES3,Tr H9D1,989.9680000000001,Horizontal,DVB-S2 8PSK,R5/6,5.2,.,13.3,.,14.6,.,11.3,.,1,.,4160.03,-0.03,.,30000,Pass,Green,1.7,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,15:25:42,.,ModCod
100010,G15-H-PRE-100010.spop,., 1.65,G15,Tr 5,1359.9520000000002,Horizontal,DVB-S QPSK,.,.,.,.,.,.,.,.,.,0,.,3790.05,0.0,.,11936,.,.,.,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,14:52:38,.,.
100010,G15-H-PRE-100010.spop,., 1.65,G15,Tr H2A1,1342.06,Horizontal,DVB-S2,.,.,.,.,.,.,.,.,.,0,.,3807.94,0.0,.,16303,.,.,.,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,14:52:38,.,.
100010,G15-H-PRE-100010.spop,., 1.65,G15,Tr 15,1149.944,Horizontal,DVB-S2 8PSK,R5/6,7.9,.,16.0,.,17.3,.,14.0,.,1,.,4000.06,0.01,.,30000,Pass,Green,4.4,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,14:52:38,.,ModCod
100010,G15-H-PRE-100010.spop,., 1.65,G15,Tr 17,1124.6760000000002,Horizontal,DC2,R3/4,9.6,.,15.2,.,16.5,.,15.3,.,1,.,4025.32,-0.01,.,4878,Pass,Green,6.1,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,14:52:38,.,ModCod
100010,G15-H-PRE-100010.spop,., 1.65,G15,Tr G3A1,1105.488,Horizontal,DVB-S2 8PSK,R5/6,7.2,.,15.3,.,16.6,.,13.3,.,1,.,4044.51,-0.04,.,22500,Pass,Green,3.7,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,14:52:38,.,ModCod
100010,G15-H-PRE-100010.spop,., 1.65,G15,Tr 19,1069.9560000000001,Horizontal,DVB-S2 8PSK,R5/6,8.4,.,16.5,.,17.8,.,14.5,.,1,.,4080.04,-0.01,.,30000,Pass,Green,4.9,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,14:52:38,.,ModCod
100010,G15-H-PRE-100010.spop,., 1.65,G15,Tr 21,1029.9560000000001,Horizontal,DVB-S2,.,.,.,.,.,.,.,.,.,0,.,4120.04,0.0,.,31250,.,.,.,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,14:52:38,.,.
100010,SES3-V-PRE-100010.spop,., 1.65,SES3,Tr 4,1369.94,Vertical,DVB-S2 8PSK,R5/6,7.9,.,16.0,.,17.3,.,14.0,.,1,.,3780.06,0.01,.,28800,Pass,Green,4.4,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,17:15:38,.,ModCod
100010,SES3-V-PRE-100010.spop,., 1.65,SES3,Tr 8,1290.0,Vertical,DVB-S2 8PSK,R5/6,6.7,.,14.8,.,16.1,.,12.8,.,1,.,3860.0,-0.03,.,30000,Pass,Green,3.2,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,17:15:38,.,ModCod
100010,SES3-V-PRE-100010.spop,., 1.65,SES3,Tr 10,1250.0,Vertical,DVB-S2 8PSK,R5/6,6.3,.,14.4,.,15.7,.,12.4,.,1,.,3900.0,-0.04,.,30000,Pass,Green,2.8,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,17:15:38,.,ModCod
100010,SES3-V-PRE-100010.spop,., 1.65,SES3,Tr 12A,1224.0,Vertical,DVB-S2 8PSK,R2/3,8.2,.,13.8,.,15.1,.,12.7,.,1,.,3926.0,0.97,.,4444,Pass,Green,4.7,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,17:15:38,.,ModCod
100010,SES3-V-PRE-100010.spop,., 1.65,SES3,Tr 12B,1205.0,Vertical,DVB-S2 8PSK,R3/4,6.5,.,13.1,.,14.4,.,11.5,.,1,.,3945.0,1.97,.,25000,Pass,Green,3.0,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,17:15:38,.,ModCod
100010,SES3-V-PRE-100010.spop,., 1.65,SES3,Tr 14A,1178.0,Vertical,DVB-S QPSK,R5/6,7.0,.,13.6,.,14.9,.,13.3,.,1,.,3972.0,-0.04,.,14800,Pass,Green,3.5,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,17:15:38,.,ModCod
100010,SES3-V-PRE-100010.spop,., 1.65,SES3,Tr H9B1,1165.3239999999998,Vertical,DVB-S2 8PSK,R5/6,6.0,.,14.1,.,15.4,.,12.1,.,1,.,3984.68,-0.0,.,3330,Pass,Green,2.5,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,17:15:38,.,ModCod
100010,SES3-V-PRE-100010.spop,., 1.65,SES3,Tr 14B,1160.0,Vertical,DVB-S2 8PSK,R3/5,10.0,.,14.7,.,16.0,.,14.1,.,1,.,3990.0,-0.03,.,5300,Pass,Green,6.5,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,17:15:38,.,ModCod
100010,SES3-V-PRE-100010.spop,., 1.65,SES3,Tr 16,1130.0,Vertical,DVB-S2 8PSK,R3/4,7.2,.,13.8,.,15.1,.,12.2,.,1,.,4020.0,-0.03,.,30000,Pass,Green,3.7,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,17:15:38,.,SLF
100010,SES3-V-PRE-100010.spop,., 1.65,SES3,Tr 22,1010.0,Vertical,DVB-S2 8PSK,R5/6,6.9,.,15.0,.,16.3,.,13.0,.,1,.,4140.0,-0.01,.,30000,Pass,Green,3.4,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,17:15:38,.,SLF
100010,SES3-V-PRE-100010.spop,., 1.65,SES3,Tr 24,970.0,Vertical,DVB-S2 8PSK,R5/6,7.1,.,15.2,.,16.5,.,13.2,.,1,.,4180.0,-0.02,.,30000,Pass,Green,3.6,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,17:15:38,.,SLF
100010,SES11-V-PRE-100010.spop,., 1.65,SES11,Tr A8A1,1442.476,Vertical,DVB-S QPSK,R2/3,12.9,.,17.5,.,18.8,.,18.1,.,1,.,3707.52,-0.07,.,3334,Pass,Green,9.4,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,14:25:11,.,ModCod
100010,SES11-V-PRE-100010.spop,., 1.65,SES11,Tr 5,1350.056,Vertical,DVB-S2 8PSK,R5/6,7.2,.,15.3,.,16.6,.,13.3,.,1,.,3799.94,-0.13,.,30000,Pass,Green,3.7,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,14:25:11,.,ModCod
100010,SES11-V-PRE-100010.spop,., 1.65,SES11,Tr 7,1310.0,Vertical,DVB-S2 8PSK,R5/6,7.4,.,15.5,.,16.8,.,13.5,.,1,.,3840.0,-0.06,.,30000,Pass,Green,3.9,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,14:25:11,.,ModCod
100010,SES11-V-PRE-100010.spop,., 1.65,SES11,Tr 9,1270.0,Vertical,DVB-S2 8PSK,R5/6,6.8,.,14.9,.,16.2,.,12.9,.,1,.,3880.0,-0.06,.,30000,Pass,Green,3.3,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,14:25:11,.,ModCod
100010,SES11-V-PRE-100010.spop,., 1.65,SES11,Tr 11,1230.0,Vertical,DVB-S2 8PSK,R5/6,7.9,.,16.0,.,17.3,.,14.0,.,1,.,3920.0,-0.06,.,30000,Pass,Green,4.4,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,14:25:11,.,ModCod
100010,SES11-V-PRE-100010.spop,., 1.65,SES11,Tr 15,1150.0,Vertical,DVB-S2 8PSK,R5/6,7.1,.,15.2,.,16.5,.,13.2,.,1,.,4000.0,-0.06,.,30000,Pass,Green,3.6,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,14:25:11,.,SLF
100010,SES11-V-PRE-100010.spop,., 1.65,SES11,Tr B7B1,1120.492,Vertical,DVB-S QPSK,R3/4,7.7,.,13.3,.,14.6,.,13.4,.,1,.,4029.51,0.43,.,9260,Pass,Green,4.2,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,14:25:11,.,ModCod
100010,SES11-V-PRE-100010.spop,., 1.65,SES11,Tr B7C1,1106.992,Vertical,DVB-S QPSK,R3/4,7.6,.,13.2,.,14.5,.,13.3,.,1,.,4043.01,-0.07,.,10128,Pass,Green,4.1,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,14:25:11,.,ModCod
100010,SES11-V-PRE-100010.spop,., 1.65,SES11,Tr 19,1070.0,Vertical,DVB-S2 8PSK,R5/6,5.3,.,13.4,.,14.7,.,11.4,.,1,.,4080.0,-0.06,.,30000,Pass,Green,1.8,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,14:25:11,.,SLF
100010,SES11-V-PRE-100010.spop,., 1.65,SES11,Tr B7E1,1040.5,Vertical,DVB-S QPSK,R3/4,6.5,.,12.1,.,13.4,.,12.2,.,1,.,4109.5,-0.08,.,7136,Pass,Green,3.0,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,14:25:11,.,ModCod
100010,SES11-V-PRE-100010.spop,., 1.65,SES11,Tr A8E1,1028.476,Vertical,DVB-S2 QPSK,R3/4,10.3,.,13.2,.,14.5,.,13.3,.,1,.,4121.52,-0.04,.,2400,Pass,Green,6.8,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,14:25:11,.,ModCod
100010,SES11-V-PRE-100010.spop,., 1.65,SES11,Tr H9D1,1024.316,Vertical,DVB-S QPSK,R3/4,6.9,.,12.5,.,13.8,.,12.6,.,1,.,4125.68,-0.05,.,2894,Pass,Green,3.4,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,14:25:11,.,ModCod
100010,SES11-V-PRE-100010.spop,., 1.65,SES11,Tr B7F1,1017.5,Vertical,DVB-S QPSK,R3/4,5.2,.,10.8,.,12.1,.,10.9,.,1,.,4132.5,-0.07,.,5000,Pass,Green,1.7,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,14:25:11,.,ModCod
100010,SES11-V-PRE-100010.spop,., 1.65,SES11,Tr 23,990.0,Vertical,DVB-S2,.,.,.,.,.,.,.,.,.,0,.,4160.0,0.0,.,30000,.,.,.,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,14:25:11,.,.
100010,G13-H-PRE-100010.spop,., 1.65,G13,Tr 4,1369.9479999999999,Horizontal,DVB-S2 8PSK,R2/3,10.6,.,16.2,.,17.5,.,15.1,.,1,.,3780.05,-0.0,.,30000,Pass,Green,7.1,.,.,.,.,C-Band No Filte,Other Providers,SES,Under,0.0,.,.,SE Continent US,12/16/2020,.,16:52:14,.,ModCod
